,Id,monthly_rent,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4m1,r4m2,tamhog,tamviv,escolari,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu6,epared1,etecho1,eviv1,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,region_central,region_chorotega,region_pacifico_central,region_brunca,region_huetar_atlantica,region_huetar_norte,zona_urbana,zona_rural,age,Target,tech_individuo,tech_hogar,monthly_rent_log,bedrooms_to_rooms,rent_to_rooms,SQBage,SQBhogar_total,child_dependency,rooms_per_person,female_weight,male_weight,edu_jefe
10,ID_db44f5c59,130000.0,1,2,0,1,1,0,0.0,0,1,2,1,4,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,d6dae86b7,2,2,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,11,4,1,1.0,11.77528972943772,0.5,65000.0,121,16,0.5,2.0,0.5625,0.0625,81
11,ID_de822510c,100000.0,0,3,0,1,1,0,0.0,0,0,0,2,2,2,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,bb2094100,1,1,0,0,0,0,0,0,0,1,0,0,2,1.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,18,4,1,1.0,11.512925464970229,0.6666666666666666,33333.333333333336,324,4,0.5,0.6666666666666666,1.0,0.0,121
12,ID_d94071d7c,100000.0,0,3,0,1,1,0,0.0,0,0,0,2,2,2,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bb2094100,1,1,0,0,0,0,0,1,0,0,0,0,2,1.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,34,4,1,1.0,11.512925464970229,0.6666666666666666,33333.333333333336,1156,4,0.5,0.6666666666666666,1.0,0.0,121
13,ID_064b57869,96666.66666666667,0,4,0,1,1,1,1.0,0,1,0,1,2,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,c51f9c774,0,2,1,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,79,4,4,4.0,11.479023913294547,0.5,24166.666666666668,6241,9,0.0,0.75,0.25,0.25,16
14,ID_5c837d8a4,96666.66666666667,0,4,0,1,1,1,1.0,0,1,0,1,2,2,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,c51f9c774,0,2,1,0,0,0,0,0,0,0,1,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,39,4,4,4.0,11.479023913294547,0.5,24166.666666666668,1521,9,0.0,0.75,0.25,0.25,16
15,ID_0a39e419e,90000.0,1,2,0,1,1,0,0.0,0,2,0,2,4,4,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6893e65ca,2,2,1,0,0,0,0,1,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,19,4,1,1.0,11.407564949312402,0.5,45000.0,361,25,0.4,2.5,0.25,0.25,100
16,ID_4ff51f90c,90000.0,1,2,0,1,1,0,0.0,0,2,0,2,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6893e65ca,2,2,1,0,1,0,0,0,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,70,4,1,1.0,11.407564949312402,0.5,45000.0,4900,25,0.4,2.5,0.25,0.25,100
17,ID_336c51386,90000.0,1,2,0,1,1,0,0.0,0,2,0,2,4,4,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6893e65ca,2,2,1,0,0,0,0,1,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,19,4,1,1.0,11.407564949312402,0.5,45000.0,361,25,0.4,2.5,0.25,0.25,100
18,ID_c51938edf,90000.0,1,2,0,1,1,0,0.0,0,2,0,2,4,4,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6893e65ca,2,2,1,0,0,0,1,0,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,50,4,1,1.0,11.407564949312402,0.5,45000.0,2500,25,0.4,2.5,0.25,0.25,100
19,ID_35b66f7c6,215000.0,0,4,0,1,1,0,0.0,0,1,0,1,2,2,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,d29058053,0,2,0,0,0,0,0,0,0,1,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,22,4,1,4.0,12.2783933071098,0.5,53750.0,484,4,0.0,0.5,0.25,0.25,225
20,ID_74a2bc523,215000.0,0,4,0,1,1,0,0.0,0,1,0,1,2,2,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d29058053,0,2,0,0,0,0,0,0,0,0,1,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,26,4,1,4.0,12.2783933071098,0.5,53750.0,676,4,0.0,0.5,0.25,0.25,225
21,ID_15d393ce7,150000.0,0,3,0,1,1,0,0.0,0,1,0,1,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ec0e8edce,0,2,2,0,1,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,69,4,1,1.0,11.918390573078392,0.3333333333333333,50000.0,4761,16,0.0,1.3333333333333333,0.25,0.25,16
22,ID_a0bff0ba7,150000.0,0,3,0,1,1,0,0.0,0,1,0,1,2,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ec0e8edce,0,2,2,0,0,0,0,0,0,0,1,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,66,4,1,1.0,11.918390573078392,0.3333333333333333,50000.0,4356,16,0.0,1.3333333333333333,0.25,0.25,16
23,ID_848b0fdf1,100000.0,1,1,1,0,1,0,0.0,0,2,0,1,3,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,0,0,1,0,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,41,4,1,9.0,11.512925464970229,1.0,100000.0,1681,9,0.0,3.0,0.1111111111111111,0.4444444444444444,36
24,ID_298d857e5,100000.0,1,1,1,0,1,0,0.0,0,2,0,1,3,3,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,0,0,0,0,0,0,0,1,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,20,4,1,9.0,11.512925464970229,1.0,100000.0,400,9,0.0,3.0,0.1111111111111111,0.4444444444444444,36
25,ID_1d5bf8ddf,100000.0,1,1,1,0,1,0,0.0,0,2,0,1,3,3,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,0,0,0,0,0,0,1,0,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,40,4,1,9.0,11.512925464970229,1.0,100000.0,1600,9,0.0,3.0,0.1111111111111111,0.4444444444444444,36
26,ID_e5cdba865,143789.47368421053,0,5,0,1,1,0,0.0,0,1,0,0,1,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1e84a2ac8,0,1,0,0,0,0,0,0,0,0,1,0,2,0.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,4,1,4.0,11.876105520506377,0.4,28757.894736842107,1936,1,0.0,0.2,0.0,1.0,225
27,ID_e18530139,120000.0,0,4,0,1,1,1,1.0,0,2,0,1,3,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,69,4,4,25.0,11.695247021764184,0.5,30000.0,4761,16,0.0,1.0,0.1111111111111111,0.4444444444444444,36
28,ID_cba035c44,120000.0,0,4,0,1,1,1,1.0,0,2,0,1,3,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,62,4,4,25.0,11.695247021764184,0.5,30000.0,3844,16,0.0,1.0,0.1111111111111111,0.4444444444444444,36
29,ID_b6c1c7e65,120000.0,0,4,0,1,1,1,1.0,0,2,0,1,3,3,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,33,4,4,25.0,11.695247021764184,0.5,30000.0,1089,16,0.0,1.0,0.1111111111111111,0.4444444444444444,36
30,ID_96b1fbc81,100000.0,0,5,0,1,1,0,0.0,0,1,0,1,2,2,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f2fcf00fd,0,2,0,0,0,0,1,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,35,4,1,4.0,11.512925464970229,0.4,20000.0,1225,4,0.0,0.4,0.25,0.25,64
31,ID_422226730,100000.0,0,5,0,1,1,0,0.0,0,1,0,1,2,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,f2fcf00fd,0,2,0,0,0,0,0,1,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,28,4,1,4.0,11.512925464970229,0.4,20000.0,784,4,0.0,0.4,0.25,0.25,64
32,ID_e24d9c3c9,152750.0,0,5,0,1,1,0,0.0,0,4,0,1,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,28,4,1,9.0,11.936557877033842,0.6,30550.0,784,25,0.2,1.0,0.04000000000000001,0.6400000000000001,121
33,ID_be1c0c929,152750.0,0,5,0,1,1,0,0.0,0,4,0,1,5,5,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,56,4,1,9.0,11.936557877033842,0.6,30550.0,3136,25,0.2,1.0,0.04000000000000001,0.6400000000000001,121
34,ID_18ffaadc6,152750.0,0,5,0,1,1,0,0.0,0,4,0,1,5,5,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,30,4,1,9.0,11.936557877033842,0.6,30550.0,900,25,0.2,1.0,0.04000000000000001,0.6400000000000001,121
35,ID_beb36ce09,152750.0,0,5,0,1,1,0,0.0,0,4,0,1,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,1,0,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,19,4,1,9.0,11.936557877033842,0.6,30550.0,361,25,0.2,1.0,0.04000000000000001,0.6400000000000001,121
36,ID_57b05a403,152750.0,0,5,0,1,1,0,0.0,0,4,0,1,5,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,52,4,1,9.0,11.936557877033842,0.6,30550.0,2704,25,0.2,1.0,0.04000000000000001,0.6400000000000001,121
37,ID_01f1e94b3,80000.0,0,4,0,1,1,0,0.0,0,2,0,1,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,4,1,4.0,11.289781913656018,0.5,20000.0,1296,9,0.3333333333333333,0.75,0.1111111111111111,0.4444444444444444,64
38,ID_0f01e18e9,80000.0,0,4,0,1,1,0,0.0,0,2,0,1,3,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,15,4,1,4.0,11.289781913656018,0.5,20000.0,225,9,0.3333333333333333,0.75,0.1111111111111111,0.4444444444444444,64
39,ID_e73a7a162,80000.0,0,4,0,1,1,0,0.0,0,2,0,1,3,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,37,4,1,4.0,11.289781913656018,0.5,20000.0,1369,9,0.3333333333333333,0.75,0.1111111111111111,0.4444444444444444,64
40,ID_488b8ac27,90000.0,0,5,0,1,1,1,1.0,0,1,0,1,2,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,922a1f87a,0,2,0,0,0,0,1,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,4,4,9.0,11.407564949312402,0.4,18000.0,1936,4,0.0,0.4,0.25,0.25,81
